"model","aircraft_code","range","all_seats","occupied_seats","occupancy_air","flight_id","sum_amount","scheduled_departure","scheduled_arrival","departure_airport","arrival_airport","actual_departure","actual_arrival","time_fly","city","airport_name","longitude","latitude"
"Sukhoi Superjet-100","SU9",3000,"97","68","0.70103092783505154639",136807,"531000.00","2017-02-23 09:25:00+00","2017-02-23 10:15:00+00","AAQ","EGO","2017-02-23 09:28:00+00","2017-02-23 10:18:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136815,"765300.00","2017-02-19 09:25:00+00","2017-02-19 10:15:00+00","AAQ","EGO","2017-02-19 09:26:00+00","2017-02-19 10:17:00+00","00:51:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","96","0.98969072164948453608",136819,"759000.00","2017-01-04 09:25:00+00","2017-01-04 10:15:00+00","AAQ","EGO","2017-01-04 09:29:00+00","2017-01-04 10:19:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","78","0.80412371134020618557",136823,"620400.00","2017-02-05 09:25:00+00","2017-02-05 10:15:00+00","AAQ","EGO","2017-02-05 09:27:00+00","2017-02-05 10:18:00+00","00:51:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136827,"765300.00","2017-02-18 09:25:00+00","2017-02-18 10:15:00+00","AAQ","EGO","2017-02-18 09:26:00+00","2017-02-18 10:17:00+00","00:51:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","86","0.88659793814432989691",136838,"670200.00","2017-01-24 09:25:00+00","2017-01-24 10:15:00+00","AAQ","EGO","2017-01-24 09:30:00+00","2017-01-24 10:21:00+00","00:51:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136841,"765300.00","2017-02-07 09:25:00+00","2017-02-07 10:15:00+00","AAQ","EGO","2017-02-07 09:25:00+00","2017-02-07 10:16:00+00","00:51:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","79","0.81443298969072164948",136844,"575100.00","2017-02-28 09:25:00+00","2017-02-28 10:15:00+00","AAQ","EGO","2017-02-28 09:26:00+00","2017-02-28 10:16:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","87","0.89690721649484536082",136855,"702300.00","2017-01-11 09:25:00+00","2017-01-11 10:15:00+00","AAQ","EGO","2017-01-11 12:07:00+00","2017-01-11 12:57:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136857,"765300.00","2017-02-13 09:25:00+00","2017-02-13 10:15:00+00","AAQ","EGO","2017-02-13 09:31:00+00","2017-02-13 10:21:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","87","0.89690721649484536082",136861,"689100.00","2017-02-12 09:25:00+00","2017-02-12 10:15:00+00","AAQ","EGO","2017-02-12 09:28:00+00","2017-02-12 10:17:00+00","00:49:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136869,"765300.00","2017-01-31 09:25:00+00","2017-01-31 10:15:00+00","AAQ","EGO","2017-01-31 09:26:00+00","2017-01-31 10:16:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136871,"765300.00","2017-01-13 09:25:00+00","2017-01-13 10:15:00+00","AAQ","EGO","2017-01-13 09:28:00+00","2017-01-13 10:18:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136875,"765300.00","2017-02-16 09:25:00+00","2017-02-16 10:15:00+00","AAQ","EGO","2017-02-16 09:29:00+00","2017-02-16 10:19:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","78","0.80412371134020618557",136887,"595200.00","2017-01-20 09:25:00+00","2017-01-20 10:15:00+00","AAQ","EGO","2017-01-20 09:30:00+00","2017-01-20 10:19:00+00","00:49:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","79","0.81443298969072164948",136888,"626100.00","2017-02-14 09:25:00+00","2017-02-14 10:15:00+00","AAQ","EGO","2017-02-14 09:29:00+00","2017-02-14 10:19:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136900,"765300.00","2017-02-01 09:25:00+00","2017-02-01 10:15:00+00","AAQ","EGO","2017-02-01 09:30:00+00","2017-02-01 10:21:00+00","00:51:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","96","0.98969072164948453608",136907,"759000.00","2017-01-16 09:25:00+00","2017-01-16 10:15:00+00","AAQ","EGO","2017-01-16 09:31:00+00","2017-01-16 10:22:00+00","00:51:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","76","0.78350515463917525773",136922,"607800.00","2017-02-11 09:25:00+00","2017-02-11 10:15:00+00","AAQ","EGO","2017-02-11 09:27:00+00","2017-02-11 10:17:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136927,"765300.00","2017-01-22 09:25:00+00","2017-01-22 10:15:00+00","AAQ","EGO","2017-01-22 09:28:00+00","2017-01-22 10:19:00+00","00:51:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","82","0.84536082474226804124",136936,"632400.00","2017-01-02 09:25:00+00","2017-01-02 10:15:00+00","AAQ","EGO","2017-01-02 09:28:00+00","2017-01-02 10:18:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","81","0.83505154639175257732",136937,"626100.00","2017-01-03 09:25:00+00","2017-01-03 10:15:00+00","AAQ","EGO","2017-01-03 09:29:00+00","2017-01-03 10:19:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","90","0.92783505154639175258",136951,"720600.00","2017-02-02 09:25:00+00","2017-02-02 10:15:00+00","AAQ","EGO","2017-02-02 09:28:00+00","2017-02-02 10:17:00+00","00:49:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","97","1.00000000000000000000",136953,"765300.00","2017-02-27 09:25:00+00","2017-02-27 10:15:00+00","AAQ","EGO","2017-02-27 09:27:00+00","2017-02-27 10:17:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
"Sukhoi Superjet-100","SU9",3000,"97","96","0.98969072164948453608",136956,"746400.00","2017-02-04 09:25:00+00","2017-02-04 10:15:00+00","AAQ","EGO","2017-02-04 09:33:00+00","2017-02-04 10:23:00+00","00:50:00","Belgorod","Belgorod International Airport","36.5900993347168","50.643798828125"
